frame_idx,centroid_x,centroid_y,visible
234,1598,544,1
235,1601,548,1
236,1606,555,1
237,1609,560,1
238,,,0
239,,,0
240,1629,562,1
241,,,0
242,,,0
243,1646,566,1
244,1653,567,1
245,,,0
246,1665,569,1
247,1666,569,1
248,1673,569,1
249,1676,570,1
250,,,0
251,,,0
252,,,0
253,,,0
254,,,0
255,,,0
256,,,0
257,,,0
258,,,0
259,,,0
260,,,0
261,,,0
262,,,0
263,,,0
264,,,0
265,,,0
266,,,0
267,,,0
268,,,0
269,,,0
270,,,0
271,,,0
272,1755,577,1
273,1757,577,1
274,1757,577,1
275,,,0
276,,,0
277,,,0
278,,,0
279,,,0
280,,,0
281,1779,580,1
282,1779,580,1
283,1781,579,1
284,1784,580,1
285,1784,580,1
286,1785,580,1
287,1784,580,1
288,1784,580,1
289,,,0
290,,,0
291,,,0
292,,,0
293,,,0
294,1798,581,1
295,1798,582,1
296,,,0
297,1801,581,1
298,1802,582,1
299,1802,582,1
300,1804,581,1
301,1803,582,1
302,1803,582,1
303,1803,583,1
304,1803,582,1
305,1803,582,1
306,1804,583,1
307,1805,582,1
308,1807,585,1
309,1809,583,1
310,1809,583,1
311,2009,243,1
312,2009,243,1
313,1811,584,1
314,1810,583,1
315,1810,583,1
316,1809,584,1
317,1809,584,1
318,1808,584,1
319,1807,584,1
320,1807,584,1
321,1807,584,1
322,1806,584,1
323,1806,584,1
324,1805,585,1
325,1805,585,1
326,1805,583,1
327,1806,583,1
328,1806,585,1
329,1806,585,1
330,1806,583,1
331,1806,583,1
332,1808,584,1
333,1808,584,1
334,1807,583,1
335,1807,583,1
336,1807,584,1
337,1805,583,1
338,1805,582,1
339,1805,584,1
340,1805,584,1
341,1805,584,1
342,1805,584,1
343,1805,583,1
344,1805,583,1
345,1806,584,1
346,1806,584,1
347,1806,584,1
348,1806,584,1
349,1326,1029,1
350,1326,1029,1
351,1807,585,1
352,1807,585,1
353,1807,584,1
354,1807,584,1
355,1806,584,1
356,1806,584,1
357,1806,584,1
358,1806,584,1
359,1806,583,1
360,1806,584,1
